program_id,var,degree,use_count,use_instr_count,live_range,spill_cost,K,label
cfg17_branch_chain_mid.txt,x1,5,3,3,9,30,1,0
cfg17_branch_chain_mid.txt,x2,6,3,3,13,42,1,1
cfg17_branch_chain_mid.txt,t0,5,3,3,11,36,2,0
cfg17_branch_chain_mid.txt,t1,4,2,2,5,12,2,0
cfg17_branch_chain_mid.txt,t2,2,1,1,7,8,2,1
cfg17_branch_chain_mid.txt,u0,1,1,1,1,2,2,1
cfg17_branch_chain_mid.txt,u1,0,1,1,1,2,2,1
cfg17_branch_chain_mid.txt,x0,6,2,2,11,24,2,1
cfg17_branch_chain_mid.txt,x1,5,3,3,9,30,2,0
cfg17_branch_chain_mid.txt,x2,6,3,3,13,42,2,1
cfg17_branch_chain_mid.txt,t0,5,3,3,11,36,3,1
cfg17_branch_chain_mid.txt,t1,4,2,2,5,12,3,0
cfg17_branch_chain_mid.txt,t2,2,1,1,7,8,3,1
cfg17_branch_chain_mid.txt,u0,1,1,1,1,2,3,1
cfg17_branch_chain_mid.txt,u1,0,1,1,1,2,3,1
cfg17_branch_chain_mid.txt,x0,6,2,2,11,24,3,1
cfg17_branch_chain_mid.txt,x1,5,3,3,9,30,3,0
cfg17_branch_chain_mid.txt,x2,6,3,3,13,42,3,1
cfg17_branch_chain_mid.txt,t0,5,3,3,11,36,4,1
cfg17_branch_chain_mid.txt,t1,4,2,2,5,12,4,0
cfg17_branch_chain_mid.txt,t2,2,1,1,7,8,4,1
cfg17_branch_chain_mid.txt,u0,1,1,1,1,2,4,1
cfg17_branch_chain_mid.txt,u1,0,1,1,1,2,4,1
cfg17_branch_chain_mid.txt,x0,6,2,2,11,24,4,1
cfg17_branch_chain_mid.txt,x1,5,3,3,9,30,4,1
cfg17_branch_chain_mid.txt,x2,6,3,3,13,42,4,1
cfg17_branch_chain_mid.txt,t0,5,3,3,11,36,5,1
cfg17_branch_chain_mid.txt,t1,4,2,2,5,12,5,1
cfg17_branch_chain_mid.txt,t2,2,1,1,7,8,5,1
cfg17_branch_chain_mid.txt,u0,1,1,1,1,2,5,1
cfg17_branch_chain_mid.txt,u1,0,1,1,1,2,5,1
cfg17_branch_chain_mid.txt,x0,6,2,2,11,24,5,1
cfg17_branch_chain_mid.txt,x1,5,3,3,9,30,5,1
cfg17_branch_chain_mid.txt,x2,6,3,3,13,42,5,1
cfg18_loop_two_acc_mid.txt,acc0,7,2,2,15,32,1,0
cfg18_loop_two_acc_mid.txt,acc1,7,2,2,14,30,1,0
cfg18_loop_two_acc_mid.txt,i,8,2,2,14,30,1,1
cfg18_loop_two_acc_mid.txt,k0,7,1,1,11,12,1,0
cfg18_loop_two_acc_mid.txt,k1,6,1,1,10,11,1,0
cfg18_loop_two_acc_mid.txt,sum,0,1,1,1,2,1,1
cfg18_loop_two_acc_mid.txt,t0,4,1,1,1,2,1,0
cfg18_loop_two_acc_mid.txt,t1,4,1,1,1,2,1,0
cfg18_loop_two_acc_mid.txt,acc0,7,2,2,15,32,2,1
cfg18_loop_two_acc_mid.txt,acc1,7,2,2,14,30,2,0
cfg18_loop_two_acc_mid.txt,i,8,2,2,14,30,2,1
cfg18_loop_two_acc_mid.txt,k0,7,1,1,11,12,2,0
cfg18_loop_two_acc_mid.txt,k1,6,1,1,10,11,2,0
cfg18_loop_two_acc_mid.txt,sum,0,1,1,1,2,2,1
cfg18_loop_two_acc_mid.txt,t0,4,1,1,1,2,2,1
cfg18_loop_two_acc_mid.txt,t1,4,1,1,1,2,2,0
cfg18_loop_two_acc_mid.txt,acc0,7,2,2,15,32,3,1
cfg18_loop_two_acc_mid.txt,acc1,7,2,2,14,30,3,1
cfg18_loop_two_acc_mid.txt,i,8,2,2,14,30,3,1
cfg18_loop_two_acc_mid.txt,k0,7,1,1,11,12,3,0
cfg18_loop_two_acc_mid.txt,k1,6,1,1,10,11,3,0
cfg18_loop_two_acc_mid.txt,sum,0,1,1,1,2,3,1
cfg18_loop_two_acc_mid.txt,t0,4,1,1,1,2,3,1
cfg18_loop_two_acc_mid.txt,t1,4,1,1,1,2,3,1
cfg18_loop_two_acc_mid.txt,acc0,7,2,2,15,32,4,1
cfg18_loop_two_acc_mid.txt,acc1,7,2,2,14,30,4,1
cfg18_loop_two_acc_mid.txt,i,8,2,2,14,30,4,1
cfg18_loop_two_acc_mid.txt,k0,7,1,1,11,12,4,1
cfg18_loop_two_acc_mid.txt,k1,6,1,1,10,11,4,0
cfg18_loop_two_acc_mid.txt,sum,0,1,1,1,2,4,1
cfg18_loop_two_acc_mid.txt,t0,4,1,1,1,2,4,1
cfg18_loop_two_acc_mid.txt,t1,4,1,1,1,2,4,1
cfg18_loop_two_acc_mid.txt,acc0,7,2,2,15,32,5,1
cfg18_loop_two_acc_mid.txt,acc1,7,2,2,14,30,5,1
cfg18_loop_two_acc_mid.txt,i,8,2,2,14,30,5,1
cfg18_loop_two_acc_mid.txt,k0,7,1,1,11,12,5,1
cfg18_loop_two_acc_mid.txt,k1,6,1,1,10,11,5,1
cfg18_loop_two_acc_mid.txt,sum,0,1,1,1,2,5,1
cfg18_loop_two_acc_mid.txt,t0,4,1,1,1,2,5,1
cfg18_loop_two_acc_mid.txt,t1,4,1,1,1,2,5,1
cfg19_merge_then_pressure_mid.txt,p0,3,1,1,1,2,1,0
cfg19_merge_then_pressure_mid.txt,p1,2,1,1,1,2,1,0
cfg19_merge_then_pressure_mid.txt,p2,1,1,1,1,2,1,0
cfg19_merge_then_pressure_mid.txt,p3,0,1,1,1,2,1,1
cfg19_merge_then_pressure_mid.txt,t0,7,3,3,11,36,1,1
cfg19_merge_then_pressure_mid.txt,t1,4,1,1,7,8,1,0
cfg19_merge_then_pressure_mid.txt,v0,6,3,3,13,42,1,0
cfg19_merge_then_pressure_mid.txt,v1,6,4,4,13,56,1,0
cfg19_merge_then_pressure_mid.txt,v2,6,3,3,13,42,1,0
cfg19_merge_then_pressure_mid.txt,p0,3,1,1,1,2,2,0
cfg19_merge_then_pressure_mid.txt,p1,2,1,1,1,2,2,1
cfg19_merge_then_pressure_mid.txt,p2,1,1,1,1,2,2,1
cfg19_merge_then_pressure_mid.txt,p3,0,1,1,1,2,2,1
cfg19_merge_then_pressure_mid.txt,t0,7,3,3,11,36,2,1
cfg19_merge_then_pressure_mid.txt,t1,4,1,1,7,8,2,0
cfg19_merge_then_pressure_mid.txt,v0,6,3,3,13,42,2,0
cfg19_merge_then_pressure_mid.txt,v1,6,4,4,13,56,2,1
cfg19_merge_then_pressure_mid.txt,v2,6,3,3,13,42,2,0
cfg19_merge_then_pressure_mid.txt,p0,3,1,1,1,2,3,1
cfg19_merge_then_pressure_mid.txt,p1,2,1,1,1,2,3,1
cfg19_merge_then_pressure_mid.txt,p2,1,1,1,1,2,3,1
cfg19_merge_then_pressure_mid.txt,p3,0,1,1,1,2,3,1
cfg19_merge_then_pressure_mid.txt,t0,7,3,3,11,36,3,1
cfg19_merge_then_pressure_mid.txt,t1,4,1,1,7,8,3,0
cfg19_merge_then_pressure_mid.txt,v0,6,3,3,13,42,3,1
cfg19_merge_then_pressure_mid.txt,v1,6,4,4,13,56,3,1
cfg19_merge_then_pressure_mid.txt,v2,6,3,3,13,42,3,0
cfg19_merge_then_pressure_mid.txt,p0,3,1,1,1,2,4,1
cfg19_merge_then_pressure_mid.txt,p1,2,1,1,1,2,4,1
cfg19_merge_then_pressure_mid.txt,p2,1,1,1,1,2,4,1
cfg19_merge_then_pressure_mid.txt,p3,0,1,1,1,2,4,1
cfg19_merge_then_pressure_mid.txt,t0,7,3,3,11,36,4,1
cfg19_merge_then_pressure_mid.txt,t1,4,1,1,7,8,4,0
cfg19_merge_then_pressure_mid.txt,v0,6,3,3,13,42,4,1
cfg19_merge_then_pressure_mid.txt,v1,6,4,4,13,56,4,1
cfg19_merge_then_pressure_mid.txt,v2,6,3,3,13,42,4,1
cfg19_merge_then_pressure_mid.txt,p0,3,1,1,1,2,5,1
cfg19_merge_then_pressure_mid.txt,p1,2,1,1,1,2,5,1
cfg19_merge_then_pressure_mid.txt,p2,1,1,1,1,2,5,1
cfg19_merge_then_pressure_mid.txt,p3,0,1,1,1,2,5,1
cfg19_merge_then_pressure_mid.txt,t0,7,3,3,11,36,5,1
cfg19_merge_then_pressure_mid.txt,t1,4,1,1,7,8,5,1
cfg19_merge_then_pressure_mid.txt,v0,6,3,3,13,42,5,1
cfg19_merge_then_pressure_mid.txt,v1,6,4,4,13,56,5,1
cfg19_merge_then_pressure_mid.txt,v2,6,3,3,13,42,5,1
cfg20_two_loops_mid.txt,acc,2,3,3,17,54,1,0
cfg20_two_loops_mid.txt,i,3,2,2,9,20,1,1
cfg20_two_loops_mid.txt,j,2,2,2,16,34,1,0
cfg20_two_loops_mid.txt,acc,2,3,3,17,54,2,1
cfg20_two_loops_mid.txt,i,3,2,2,9,20,2,1
cfg20_two_loops_mid.txt,j,2,2,2,16,34,2,0
cfg20_two_loops_mid.txt,acc,2,3,3,17,54,3,1
cfg20_two_loops_mid.txt,i,3,2,2,9,20,3,1
cfg20_two_loops_mid.txt,j,2,2,2,16,34,3,1
cfg20_two_loops_mid.txt,acc,2,3,3,17,54,4,1
cfg20_two_loops_mid.txt,i,3,2,2,9,20,4,1
cfg20_two_loops_mid.txt,j,2,2,2,16,34,4,1
cfg20_two_loops_mid.txt,acc,2,3,3,17,54,5,1
cfg20_two_loops_mid.txt,i,3,2,2,9,20,5,1
cfg20_two_loops_mid.txt,j,2,2,2,16,34,5,1
cfg21_stress_mix_high.txt,s0,2,1,1,1,2,1,1
cfg21_stress_mix_high.txt,s1,1,1,1,1,2,1,1
cfg21_stress_mix_high.txt,s2,0,1,1,1,2,1,1
cfg21_stress_mix_high.txt,t0,11,3,3,19,60,1,1
cfg21_stress_mix_high.txt,t1,11,3,3,19,60,1,0
cfg21_stress_mix_high.txt,t2,11,3,3,19,60,1,0
cfg21_stress_mix_high.txt,t3,8,3,3,12,39,1,0
cfg21_stress_mix_high.txt,t4,7,3,3,10,33,1,0
cfg21_stress_mix_high.txt,t5,8,2,2,11,24,1,0
cfg21_stress_mix_high.txt,t6,6,3,3,8,27,1,0
cfg21_stress_mix_high.txt,u0,6,2,2,6,14,1,0
cfg21_stress_mix_high.txt,u1,5,2,2,6,14,1,0
cfg21_stress_mix_high.txt,u2,3,1,1,8,9,1,0
cfg21_stress_mix_high.txt,s0,2,1,1,1,2,2,1
cfg21_stress_mix_high.txt,s1,1,1,1,1,2,2,1
cfg21_stress_mix_high.txt,s2,0,1,1,1,2,2,1
cfg21_stress_mix_high.txt,t0,11,3,3,19,60,2,1
cfg21_stress_mix_high.txt,t1,11,3,3,19,60,2,1
cfg21_stress_mix_high.txt,t2,11,3,3,19,60,2,0
cfg21_stress_mix_high.txt,t3,8,3,3,12,39,2,0
cfg21_stress_mix_high.txt,t4,7,3,3,10,33,2,0
cfg21_stress_mix_high.txt,t5,8,2,2,11,24,2,0
cfg21_stress_mix_high.txt,t6,6,3,3,8,27,2,0
cfg21_stress_mix_high.txt,u0,6,2,2,6,14,2,0
cfg21_stress_mix_high.txt,u1,5,2,2,6,14,2,0
cfg21_stress_mix_high.txt,u2,3,1,1,8,9,2,0
cfg21_stress_mix_high.txt,s0,2,1,1,1,2,3,1
cfg21_stress_mix_high.txt,s1,1,1,1,1,2,3,1
cfg21_stress_mix_high.txt,s2,0,1,1,1,2,3,1
cfg21_stress_mix_high.txt,t0,11,3,3,19,60,3,1
cfg21_stress_mix_high.txt,t1,11,3,3,19,60,3,1
cfg21_stress_mix_high.txt,t2,11,3,3,19,60,3,1
cfg21_stress_mix_high.txt,t3,8,3,3,12,39,3,0
cfg21_stress_mix_high.txt,t4,7,3,3,10,33,3,0
cfg21_stress_mix_high.txt,t5,8,2,2,11,24,3,0
cfg21_stress_mix_high.txt,t6,6,3,3,8,27,3,0
cfg21_stress_mix_high.txt,u0,6,2,2,6,14,3,0
cfg21_stress_mix_high.txt,u1,5,2,2,6,14,3,0
cfg21_stress_mix_high.txt,u2,3,1,1,8,9,3,0
cfg21_stress_mix_high.txt,s0,2,1,1,1,2,4,1
cfg21_stress_mix_high.txt,s1,1,1,1,1,2,4,1
cfg21_stress_mix_high.txt,s2,0,1,1,1,2,4,1
cfg21_stress_mix_high.txt,t0,11,3,3,19,60,4,1
cfg21_stress_mix_high.txt,t1,11,3,3,19,60,4,1
cfg21_stress_mix_high.txt,t2,11,3,3,19,60,4,1
cfg21_stress_mix_high.txt,t3,8,3,3,12,39,4,1
cfg21_stress_mix_high.txt,t4,7,3,3,10,33,4,0
cfg21_stress_mix_high.txt,t5,8,2,2,11,24,4,0
cfg21_stress_mix_high.txt,t6,6,3,3,8,27,4,0
cfg21_stress_mix_high.txt,u0,6,2,2,6,14,4,0
cfg21_stress_mix_high.txt,u1,5,2,2,6,14,4,0
cfg21_stress_mix_high.txt,u2,3,1,1,8,9,4,1
cfg21_stress_mix_high.txt,s0,2,1,1,1,2,5,1
cfg21_stress_mix_high.txt,s1,1,1,1,1,2,5,1
cfg21_stress_mix_high.txt,s2,0,1,1,1,2,5,1
cfg21_stress_mix_high.txt,t0,11,3,3,19,60,5,1
cfg21_stress_mix_high.txt,t1,11,3,3,19,60,5,1
cfg21_stress_mix_high.txt,t2,11,3,3,19,60,5,1
cfg21_stress_mix_high.txt,t3,8,3,3,12,39,5,1
cfg21_stress_mix_high.txt,t4,7,3,3,10,33,5,0
cfg21_stress_mix_high.txt,t5,8,2,2,11,24,5,1
cfg21_stress_mix_high.txt,t6,6,3,3,8,27,5,0
cfg21_stress_mix_high.txt,u0,6,2,2,6,14,5,0
cfg21_stress_mix_high.txt,u1,5,2,2,6,14,5,0
cfg21_stress_mix_high.txt,u2,3,1,1,8,9,5,1
cfg22_long_live_high.txt,a0,13,1,1,11,12,1,0
cfg22_long_live_high.txt,a1,14,1,1,11,12,1,0
cfg22_long_live_high.txt,a2,15,1,1,11,12,1,0
cfg22_long_live_high.txt,a3,15,1,1,11,12,1,0
cfg22_long_live_high.txt,b0,12,1,1,7,8,1,0
cfg22_long_live_high.txt,b1,13,1,1,7,8,1,0
cfg22_long_live_high.txt,b2,14,1,1,7,8,1,0
cfg22_long_live_high.txt,b3,14,1,1,7,8,1,0
cfg22_long_live_high.txt,c0,18,1,1,10,11,1,0
cfg22_long_live_high.txt,c1,19,1,1,10,11,1,1
cfg22_long_live_high.txt,c2,19,1,1,10,11,1,0
cfg22_long_live_high.txt,t0,12,1,1,4,5,1,0
cfg22_long_live_high.txt,t1,10,1,1,3,4,1,0
cfg22_long_live_high.txt,t2,9,1,1,3,4,1,0
cfg22_long_live_high.txt,t3,7,1,1,2,3,1,0
cfg22_long_live_high.txt,u0,6,1,1,2,3,1,0
cfg22_long_live_high.txt,u1,4,1,1,1,2,1,0
cfg22_long_live_high.txt,v0,3,1,1,1,2,1,0
cfg22_long_live_high.txt,v1,2,1,1,1,2,1,0
cfg22_long_live_high.txt,v2,1,1,1,1,2,1,1
cfg22_long_live_high.txt,v3,0,1,1,1,2,1,1
cfg22_long_live_high.txt,a0,13,1,1,11,12,2,0
cfg22_long_live_high.txt,a1,14,1,1,11,12,2,0
cfg22_long_live_high.txt,a2,15,1,1,11,12,2,0
cfg22_long_live_high.txt,a3,15,1,1,11,12,2,0
cfg22_long_live_high.txt,b0,12,1,1,7,8,2,0
cfg22_long_live_high.txt,b1,13,1,1,7,8,2,0
cfg22_long_live_high.txt,b2,14,1,1,7,8,2,0
cfg22_long_live_high.txt,b3,14,1,1,7,8,2,0
cfg22_long_live_high.txt,c0,18,1,1,10,11,2,0
cfg22_long_live_high.txt,c1,19,1,1,10,11,2,1
cfg22_long_live_high.txt,c2,19,1,1,10,11,2,1
cfg22_long_live_high.txt,t0,12,1,1,4,5,2,0
cfg22_long_live_high.txt,t1,10,1,1,3,4,2,0
cfg22_long_live_high.txt,t2,9,1,1,3,4,2,0
cfg22_long_live_high.txt,t3,7,1,1,2,3,2,0
cfg22_long_live_high.txt,u0,6,1,1,2,3,2,0
cfg22_long_live_high.txt,u1,4,1,1,1,2,2,0
cfg22_long_live_high.txt,v0,3,1,1,1,2,2,0
cfg22_long_live_high.txt,v1,2,1,1,1,2,2,0
cfg22_long_live_high.txt,v2,1,1,1,1,2,2,1
cfg22_long_live_high.txt,v3,0,1,1,1,2,2,1
cfg22_long_live_high.txt,a0,13,1,1,11,12,3,0
cfg22_long_live_high.txt,a1,14,1,1,11,12,3,0
cfg22_long_live_high.txt,a2,15,1,1,11,12,3,0
cfg22_long_live_high.txt,a3,15,1,1,11,12,3,0
cfg22_long_live_high.txt,b0,12,1,1,7,8,3,0
cfg22_long_live_high.txt,b1,13,1,1,7,8,3,0
cfg22_long_live_high.txt,b2,14,1,1,7,8,3,0
cfg22_long_live_high.txt,b3,14,1,1,7,8,3,0
cfg22_long_live_high.txt,c0,18,1,1,10,11,3,1
cfg22_long_live_high.txt,c1,19,1,1,10,11,3,1
cfg22_long_live_high.txt,c2,19,1,1,10,11,3,1
cfg22_long_live_high.txt,t0,12,1,1,4,5,3,0
cfg22_long_live_high.txt,t1,10,1,1,3,4,3,0
cfg22_long_live_high.txt,t2,9,1,1,3,4,3,0
cfg22_long_live_high.txt,t3,7,1,1,2,3,3,0
cfg22_long_live_high.txt,u0,6,1,1,2,3,3,0
cfg22_long_live_high.txt,u1,4,1,1,1,2,3,0
cfg22_long_live_high.txt,v0,3,1,1,1,2,3,0
cfg22_long_live_high.txt,v1,2,1,1,1,2,3,1
cfg22_long_live_high.txt,v2,1,1,1,1,2,3,1
cfg22_long_live_high.txt,v3,0,1,1,1,2,3,1
cfg22_long_live_high.txt,a0,13,1,1,11,12,4,0
cfg22_long_live_high.txt,a1,14,1,1,11,12,4,0
cfg22_long_live_high.txt,a2,15,1,1,11,12,4,1
cfg22_long_live_high.txt,a3,15,1,1,11,12,4,0
cfg22_long_live_high.txt,b0,12,1,1,7,8,4,0
cfg22_long_live_high.txt,b1,13,1,1,7,8,4,0
cfg22_long_live_high.txt,b2,14,1,1,7,8,4,0
cfg22_long_live_high.txt,b3,14,1,1,7,8,4,0
cfg22_long_live_high.txt,c0,18,1,1,10,11,4,1
cfg22_long_live_high.txt,c1,19,1,1,10,11,4,1
cfg22_long_live_high.txt,c2,19,1,1,10,11,4,1
cfg22_long_live_high.txt,t0,12,1,1,4,5,4,0
cfg22_long_live_high.txt,t1,10,1,1,3,4,4,0
cfg22_long_live_high.txt,t2,9,1,1,3,4,4,1
cfg22_long_live_high.txt,t3,7,1,1,2,3,4,0
cfg22_long_live_high.txt,u0,6,1,1,2,3,4,0
cfg22_long_live_high.txt,u1,4,1,1,1,2,4,1
cfg22_long_live_high.txt,v0,3,1,1,1,2,4,1
cfg22_long_live_high.txt,v1,2,1,1,1,2,4,1
cfg22_long_live_high.txt,v2,1,1,1,1,2,4,1
cfg22_long_live_high.txt,v3,0,1,1,1,2,4,1
cfg22_long_live_high.txt,a0,13,1,1,11,12,5,0
cfg22_long_live_high.txt,a1,14,1,1,11,12,5,0
cfg22_long_live_high.txt,a2,15,1,1,11,12,5,1
cfg22_long_live_high.txt,a3,15,1,1,11,12,5,1
cfg22_long_live_high.txt,b0,12,1,1,7,8,5,0
cfg22_long_live_high.txt,b1,13,1,1,7,8,5,0
cfg22_long_live_high.txt,b2,14,1,1,7,8,5,0
cfg22_long_live_high.txt,b3,14,1,1,7,8,5,0
cfg22_long_live_high.txt,c0,18,1,1,10,11,5,1
cfg22_long_live_high.txt,c1,19,1,1,10,11,5,1
cfg22_long_live_high.txt,c2,19,1,1,10,11,5,1
cfg22_long_live_high.txt,t0,12,1,1,4,5,5,0
cfg22_long_live_high.txt,t1,10,1,1,3,4,5,0
cfg22_long_live_high.txt,t2,9,1,1,3,4,5,1
cfg22_long_live_high.txt,t3,7,1,1,2,3,5,1
cfg22_long_live_high.txt,u0,6,1,1,2,3,5,0
cfg22_long_live_high.txt,u1,4,1,1,1,2,5,1
cfg22_long_live_high.txt,v0,3,1,1,1,2,5,1
cfg22_long_live_high.txt,v1,2,1,1,1,2,5,1
cfg22_long_live_high.txt,v2,1,1,1,1,2,5,1
cfg22_long_live_high.txt,v3,0,1,1,1,2,5,1
cfg23_pressure_loop_high.txt,acc,9,2,2,13,28,1,0
cfg23_pressure_loop_high.txt,i,11,2,2,16,34,1,1
cfg23_pressure_loop_high.txt,p0,10,2,2,15,32,1,0
cfg23_pressure_loop_high.txt,p1,9,2,2,14,30,1,0
cfg23_pressure_loop_high.txt,p2,9,2,2,13,28,1,0
cfg23_pressure_loop_high.txt,p3,9,2,2,12,26,1,0
cfg23_pressure_loop_high.txt,x0,6,1,1,1,2,1,0
cfg23_pressure_loop_high.txt,x1,6,1,1,1,2,1,0
cfg23_pressure_loop_high.txt,x2,6,1,1,1,2,1,0
cfg23_pressure_loop_high.txt,x3,6,1,1,1,2,1,0
cfg23_pressure_loop_high.txt,acc,9,2,2,13,28,2,0
cfg23_pressure_loop_high.txt,i,11,2,2,16,34,2,1
cfg23_pressure_loop_high.txt,p0,10,2,2,15,32,2,1
cfg23_pressure_loop_high.txt,p1,9,2,2,14,30,2,0
cfg23_pressure_loop_high.txt,p2,9,2,2,13,28,2,0
cfg23_pressure_loop_high.txt,p3,9,2,2,12,26,2,0
cfg23_pressure_loop_high.txt,x0,6,1,1,1,2,2,0
cfg23_pressure_loop_high.txt,x1,6,1,1,1,2,2,0
cfg23_pressure_loop_high.txt,x2,6,1,1,1,2,2,0
cfg23_pressure_loop_high.txt,x3,6,1,1,1,2,2,0
cfg23_pressure_loop_high.txt,acc,9,2,2,13,28,3,0
cfg23_pressure_loop_high.txt,i,11,2,2,16,34,3,1
cfg23_pressure_loop_high.txt,p0,10,2,2,15,32,3,1
cfg23_pressure_loop_high.txt,p1,9,2,2,14,30,3,1
cfg23_pressure_loop_high.txt,p2,9,2,2,13,28,3,0
cfg23_pressure_loop_high.txt,p3,9,2,2,12,26,3,0
cfg23_pressure_loop_high.txt,x0,6,1,1,1,2,3,0
cfg23_pressure_loop_high.txt,x1,6,1,1,1,2,3,0
cfg23_pressure_loop_high.txt,x2,6,1,1,1,2,3,0
cfg23_pressure_loop_high.txt,x3,6,1,1,1,2,3,0
cfg23_pressure_loop_high.txt,acc,9,2,2,13,28,4,1
cfg23_pressure_loop_high.txt,i,11,2,2,16,34,4,1
cfg23_pressure_loop_high.txt,p0,10,2,2,15,32,4,1
cfg23_pressure_loop_high.txt,p1,9,2,2,14,30,4,1
cfg23_pressure_loop_high.txt,p2,9,2,2,13,28,4,0
cfg23_pressure_loop_high.txt,p3,9,2,2,12,26,4,0
cfg23_pressure_loop_high.txt,x0,6,1,1,1,2,4,0
cfg23_pressure_loop_high.txt,x1,6,1,1,1,2,4,0
cfg23_pressure_loop_high.txt,x2,6,1,1,1,2,4,0
cfg23_pressure_loop_high.txt,x3,6,1,1,1,2,4,0
cfg23_pressure_loop_high.txt,acc,9,2,2,13,28,5,1
cfg23_pressure_loop_high.txt,i,11,2,2,16,34,5,1
cfg23_pressure_loop_high.txt,p0,10,2,2,15,32,5,1
cfg23_pressure_loop_high.txt,p1,9,2,2,14,30,5,1
cfg23_pressure_loop_high.txt,p2,9,2,2,13,28,5,1
cfg23_pressure_loop_high.txt,p3,9,2,2,12,26,5,0
cfg23_pressure_loop_high.txt,x0,6,1,1,1,2,5,0
cfg23_pressure_loop_high.txt,x1,6,1,1,1,2,5,0
cfg23_pressure_loop_high.txt,x2,6,1,1,1,2,5,0
cfg23_pressure_loop_high.txt,x3,6,1,1,1,2,5,0
cfg24_double_merge_high.txt,t0,7,3,3,19,60,1,0
cfg24_double_merge_high.txt,t1,8,2,2,19,40,1,0
cfg24_double_merge_high.txt,u0,4,2,2,5,12,1,0
cfg24_double_merge_high.txt,u1,2,1,1,7,8,1,1
cfg24_double_merge_high.txt,v0,9,4,4,22,92,1,1
cfg24_double_merge_high.txt,v1,7,4,4,16,68,1,0
cfg24_double_merge_high.txt,v2,7,4,4,19,80,1,0
cfg24_double_merge_high.txt,v3,3,2,2,3,8,1,0
cfg24_double_merge_high.txt,w0,5,3,3,7,24,1,0
cfg24_double_merge_high.txt,z0,1,1,1,1,2,1,1
cfg24_double_merge_high.txt,z1,0,1,1,1,2,1,1
cfg24_double_merge_high.txt,t0,7,3,3,19,60,2,0
cfg24_double_merge_high.txt,t1,8,2,2,19,40,2,1
cfg24_double_merge_high.txt,u0,4,2,2,5,12,2,0
cfg24_double_merge_high.txt,u1,2,1,1,7,8,2,1
cfg24_double_merge_high.txt,v0,9,4,4,22,92,2,1
cfg24_double_merge_high.txt,v1,7,4,4,16,68,2,0
cfg24_double_merge_high.txt,v2,7,4,4,19,80,2,0
cfg24_double_merge_high.txt,v3,3,2,2,3,8,2,1
cfg24_double_merge_high.txt,w0,5,3,3,7,24,2,0
cfg24_double_merge_high.txt,z0,1,1,1,1,2,2,1
cfg24_double_merge_high.txt,z1,0,1,1,1,2,2,1
cfg24_double_merge_high.txt,t0,7,3,3,19,60,3,0
cfg24_double_merge_high.txt,t1,8,2,2,19,40,3,1
cfg24_double_merge_high.txt,u0,4,2,2,5,12,3,0
cfg24_double_merge_high.txt,u1,2,1,1,7,8,3,1
cfg24_double_merge_high.txt,v0,9,4,4,22,92,3,1
cfg24_double_merge_high.txt,v1,7,4,4,16,68,3,0
cfg24_double_merge_high.txt,v2,7,4,4,19,80,3,1
cfg24_double_merge_high.txt,v3,3,2,2,3,8,3,1
cfg24_double_merge_high.txt,w0,5,3,3,7,24,3,0
cfg24_double_merge_high.txt,z0,1,1,1,1,2,3,1
cfg24_double_merge_high.txt,z1,0,1,1,1,2,3,1
cfg24_double_merge_high.txt,t0,7,3,3,19,60,4,0
cfg24_double_merge_high.txt,t1,8,2,2,19,40,4,1
cfg24_double_merge_high.txt,u0,4,2,2,5,12,4,1
cfg24_double_merge_high.txt,u1,2,1,1,7,8,4,1
cfg24_double_merge_high.txt,v0,9,4,4,22,92,4,1
cfg24_double_merge_high.txt,v1,7,4,4,16,68,4,1
cfg24_double_merge_high.txt,v2,7,4,4,19,80,4,1
cfg24_double_merge_high.txt,v3,3,2,2,3,8,4,1
cfg24_double_merge_high.txt,w0,5,3,3,7,24,4,0
cfg24_double_merge_high.txt,z0,1,1,1,1,2,4,1
cfg24_double_merge_high.txt,z1,0,1,1,1,2,4,1
cfg24_double_merge_high.txt,t0,7,3,3,19,60,5,1
cfg24_double_merge_high.txt,t1,8,2,2,19,40,5,1
cfg24_double_merge_high.txt,u0,4,2,2,5,12,5,1
cfg24_double_merge_high.txt,u1,2,1,1,7,8,5,1
cfg24_double_merge_high.txt,v0,9,4,4,22,92,5,1
cfg24_double_merge_high.txt,v1,7,4,4,16,68,5,1
cfg24_double_merge_high.txt,v2,7,4,4,19,80,5,1
cfg24_double_merge_high.txt,v3,3,2,2,3,8,5,1
cfg24_double_merge_high.txt,w0,5,3,3,7,24,5,0
cfg24_double_merge_high.txt,z0,1,1,1,1,2,5,1
cfg24_double_merge_high.txt,z1,0,1,1,1,2,5,1
cfg25_branch_pressure_high.txt,a0,14,4,4,19,80,1,1
cfg25_branch_pressure_high.txt,b0,14,4,4,19,80,1,0
cfg25_branch_pressure_high.txt,c0,14,3,3,19,60,1,0
cfg25_branch_pressure_high.txt,d0,8,3,3,11,36,1,0
cfg25_branch_pressure_high.txt,e0,7,2,2,9,20,1,0
cfg25_branch_pressure_high.txt,f0,8,2,2,8,18,1,0
cfg25_branch_pressure_high.txt,m0,3,1,1,1,2,1,0
cfg25_branch_pressure_high.txt,m1,2,1,1,1,2,1,1
cfg25_branch_pressure_high.txt,m2,1,1,1,1,2,1,1
cfg25_branch_pressure_high.txt,m3,0,1,1,1,2,1,1
